Iteration	Posterior	Likelihood	Prior	alpha_cytb[1]	alpha_cytb[2]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates_mean	diversification	extant_mrca	extinction_rate	ln_branch_rates_mean	speciation_rate	turnover	variance_mean
85660	-4777.699	-4918.67	140.9706	0.396229	0.213966	0.00422621	0.00390492	0.00427128	0.00435946	0.00457551	0.00443241	0.00449072	0.00424225	0.00432558	0.00427652	0.00454841	0.00425335	0.00472984	0.00449629	0.00417338	0.0049141	0.00463524	0.00471509	0.00423377	0.00439577	0.00490322	0.00504698	0.0042917	0.00444877	0.00442867	0.004393	0.00514105	0.00451703	0.00461546	0.00420884	0.00467121	0.0048034	0.004554062	-0.01233103	85.55561	0.06302974	-5.391736	0.05069871	1.243222	0.05753931
85680	-4784.159	-4923.037	138.8775	0.313212	0.246912	0.00476306	0.00396281	0.00409208	0.00383525	0.0041154	0.00450779	0.00378307	0.00398642	0.00416474	0.00434737	0.00448256	0.00450264	0.00471843	0.00409708	0.00427923	0.00436752	0.00421544	0.00455651	0.00430416	0.00404989	0.00454516	0.004421	0.00474521	0.00409549	0.00469501	0.00418372	0.00428224	0.00448671	0.00413982	0.00430219	0.00440376	0.00396123	0.004249855	-0.005294642	91.48976	0.117516	-5.46087	0.1122213	1.04718	0.05229774
85700	-4773.407	-4915.618	142.2106	0.264627	0.251282	0.00444626	0.0041599	0.00375786	0.00392732	0.00410268	0.00406206	0.00391913	0.00415326	0.00414771	0.0045714	0.00382258	0.00427846	0.00434293	0.00402612	0.0034393	0.00447726	0.00395685	0.00411178	0.00414052	0.00401176	0.00403136	0.00419428	0.00407127	0.00449421	0.00390633	0.00362193	0.00401495	0.00426443	0.00417688	0.00395364	0.00421136	0.00461534	0.004071152	-0.04482381	82.06221	0.1343302	-5.503829	0.08950636	1.500789	0.06588842
85720	-4765.25	-4926.095	160.8458	0.238886	0.215932	0.00390075	0.00403094	0.00368006	0.00398903	0.00418679	0.00410599	0.00386855	0.00388423	0.00412809	0.00391047	0.00431568	0.00383582	0.00395459	0.00360581	0.00381541	0.0038215	0.0039376	0.00401005	0.00398264	0.00379151	0.00391315	0.00406608	0.00386931	0.00390535	0.00402016	0.00414131	0.00396304	0.00409182	0.00413623	0.00375667	0.00399028	0.00402228	0.003961235	-0.02563393	110.3237	0.04085851	-5.531199	0.01522458	2.68372	0.03466028
85740	-4739.411	-4913.753	174.3411	0.290354	0.230662	0.00375579	0.00387562	0.00408345	0.00389987	0.0040573	0.00411023	0.00403033	0.00392153	0.00402972	0.00393166	0.00403466	0.00383837	0.00397042	0.00399438	0.00402977	0.00406546	0.00417948	0.00394781	0.00394396	0.00387076	0.0040057	0.00386511	0.00388375	0.00384431	0.00396419	0.00393617	0.00410654	0.00386078	0.0040615	0.00397881	0.00389673	0.00406685	0.003961235	-0.0219216	98.74943	0.05093183	-5.531199	0.02901023	1.755651	0.02552065
85760	-4756.646	-4918.659	162.0133	0.27988	0.217734	0.00371646	0.00392122	0.00397881	0.00389764	0.00409411	0.00382661	0.00370471	0.00398356	0.00400961	0.00397448	0.00398626	0.00394347	0.00381396	0.00385985	0.00398757	0.00419455	0.00393807	0.00394415	0.00437367	0.00394622	0.00390666	0.0038763	0.00383719	0.00397942	0.00393489	0.00371765	0.00369096	0.00396834	0.00405034	0.00418415	0.00399226	0.00403039	0.003894446	-0.01499559	83.80347	0.01919472	-5.548204	0.004199132	4.571117	0.04261213
85780	-4741.441	-4916.712	175.2712	0.290115	0.228576	0.00391043	0.00391111	0.00394429	0.00394961	0.00387972	0.00381357	0.00383679	0.00377929	0.00375588	0.00374471	0.00397598	0.00393331	0.00392712	0.00380495	0.00392084	0.00387235	0.00399028	0.00404698	0.00388404	0.00397555	0.00402363	0.00389948	0.00387081	0.00408563	0.00392474	0.00373754	0.00385522	0.00395127	0.00384182	0.00404564	0.00384606	0.00374357	0.003881392	-0.00475943	87.91792	0.005571096	-5.551561	0.0008116653	6.863785	0.02765867
85800	-4738.684	-4930.214	191.5298	0.375555	0.221324	0.00391113	0.0039344	0.00386856	0.00388779	0.00390513	0.0039208	0.00395726	0.00392171	0.00380162	0.00394749	0.00381784	0.00386941	0.0038806	0.00381075	0.0040137	0.00398071	0.00399636	0.00383006	0.0039004	0.00394268	0.00388097	0.00386188	0.00387557	0.00390401	0.00403839	0.00392328	0.00386844	0.00384794	0.00383324	0.00388182	0.00396863	0.003943	0.003905488	-0.0136379	84.86059	0.02366971	-5.545373	0.01003182	2.359464	0.01217314
85820	-4726.54	-4919.009	192.4688	0.274406	0.230659	0.00397231	0.00399419	0.00388522	0.00381191	0.00391319	0.00393737	0.00376744	0.0039494	0.00382094	0.00392755	0.00390214	0.00388287	0.00391647	0.00383766	0.00395606	0.00389422	0.00382799	0.00389951	0.00382649	0.00388503	0.00391734	0.00386768	0.0038994	0.00397034	0.00378691	0.00393168	0.0039493	0.00400109	0.00389694	0.00383794	0.00397138	0.00389174	0.003891948	-0.02036298	77.3649	0.02269897	-5.548846	0.002335991	9.717065	0.01731414
85840	-4733.332	-4922.426	189.0941	0.290311	0.194468	0.00378496	0.00382901	0.00386563	0.00381029	0.00391152	0.00385312	0.0039181	0.00397658	0.00394637	0.00395516	0.00384782	0.00384456	0.0039148	0.00383603	0.00398985	0.00399687	0.00391039	0.00389794	0.00388445	0.00388337	0.00381308	0.00382127	0.00382797	0.00391894	0.00380465	0.00388691	0.0038443	0.00404869	0.00390615	0.00379917	0.00387072	0.00396995	0.003890036	-0.0320395	84.71701	0.04024638	-5.549337	0.008206883	4.903979	0.01404318
85860	-4733.96	-4920.917	186.9571	0.334935	0.241353	0.00379477	0.00379644	0.00394253	0.00377499	0.0039136	0.00386291	0.00374596	0.00392702	0.00394616	0.00391509	0.00387038	0.00390539	0.00387854	0.00388495	0.00398774	0.00384558	0.00393031	0.00379393	0.00391262	0.00400484	0.00389446	0.00385892	0.00382385	0.00374453	0.00388581	0.00378788	0.00381148	0.00378275	0.00384064	0.00379202	0.00393637	0.0038858	0.003843828	-0.02112322	66.24021	0.08399944	-5.561287	0.06287622	1.335949	0.01956517
85880	-4727.385	-4913.712	186.3275	0.347105	0.256291	0.00377053	0.00381818	0.00386756	0.00379405	0.00385235	0.00385884	0.00387791	0.00385403	0.00376212	0.00390992	0.00385857	0.00388771	0.00397676	0.00381275	0.0038751	0.00382532	0.00390789	0.00375449	0.00393545	0.00367675	0.00382605	0.00384968	0.00379881	0.00396975	0.00384549	0.0037647	0.00390116	0.003743	0.00386414	0.00384948	0.00378897	0.00378553	0.003843828	-0.01285921	93.22966	0.0679379	-5.561287	0.0550787	1.23347	0.01598494
85900	-4737.091	-4925.827	188.7362	0.291446	0.178798	0.00384393	0.00382005	0.00381802	0.00368173	0.00387711	0.00386073	0.00384163	0.0038044	0.00378866	0.00390842	0.00386046	0.00376647	0.00385298	0.00376841	0.00395053	0.0038796	0.00379548	0.00381495	0.00388095	0.00383195	0.00384691	0.00382665	0.00397167	0.00391488	0.00384737	0.00376194	0.00390308	0.00378173	0.00383487	0.00395109	0.00387317	0.0038002	0.003843828	-0.01485983	89.35423	0.105237	-5.561287	0.09037722	1.16442	0.01426976
85920	-4735.48	-4921.308	185.8287	0.361018	0.266817	0.00383473	0.00385142	0.0037956	0.00376914	0.00396917	0.00391041	0.00397776	0.00389292	0.00382431	0.00388299	0.00379864	0.00385146	0.00381088	0.00396567	0.00399702	0.00401262	0.00383903	0.00373504	0.0038366	0.00380397	0.00386549	0.00383712	0.00384898	0.00379578	0.00384288	0.00387847	0.0037601	0.00382597	0.00378371	0.00380088	0.00383748	0.00385144	0.003855655	-0.03731424	87.10376	0.09331216	-5.558214	0.05599792	1.66635	0.02021348
85940	-4744.393	-4920.762	176.3688	0.291888	0.252605	0.00393266	0.00388628	0.0038512	0.00383944	0.00397178	0.00391863	0.0040457	0.00383426	0.00387315	0.00390522	0.00390031	0.00391729	0.00387603	0.00411458	0.00388472	0.00402291	0.00382233	0.00397818	0.00371722	0.00386771	0.00382541	0.00408047	0.00404402	0.00406437	0.003935	0.00375763	0.00396093	0.00384424	0.00382782	0.00380842	0.00398633	0.00399873	0.00390717	-0.0347757	79.35678	0.1082802	-5.544942	0.07350451	1.47311	0.02564987
85960	-4755.804	-4923.386	167.5822	0.26409	0.27631	0.00389029	0.00390143	0.00389329	0.00385217	0.00397529	0.00408588	0.00418439	0.00411834	0.00395816	0.00389116	0.00405847	0.00392167	0.00394292	0.00399773	0.0038388	0.00409549	0.00371858	0.0038448	0.00394958	0.00387341	0.00371789	0.00400223	0.00377847	0.00386265	0.00388069	0.00382346	0.00386641	0.00392573	0.00372906	0.00373453	0.00372655	0.00392599	0.00390717	-0.02429241	92.99602	0.06715115	-5.544942	0.04285874	1.566802	0.03775489
85980	-4757.374	-4919.714	162.3394	0.245024	0.233546	0.00388398	0.00379998	0.00403954	0.00386796	0.00409549	0.00414595	0.00376642	0.00397662	0.00408348	0.00417795	0.00399463	0.00393775	0.0039646	0.00394793	0.00392601	0.00403309	0.00404199	0.00374159	0.00403201	0.00368037	0.00379738	0.00372603	0.00397869	0.00379806	0.00383826	0.00398279	0.00412989	0.00392626	0.00412808	0.00402754	0.00396495	0.00380346	0.003992177	-0.03840055	88.51239	0.08762223	-5.523419	0.04922168	1.780155	0.03746814
86000	-4759.178	-4918.453	159.2751	0.291819	0.222019	0.00417337	0.00427563	0.00404205	0.00391513	0.00403773	0.00409345	0.0037683	0.00385299	0.00362316	0.00400521	0.00413371	0.00375342	0.00389656	0.00395467	0.00408616	0.0039488	0.00385925	0.00375203	0.00398209	0.00374552	0.00372556	0.00421599	0.0038374	0.00413731	0.00401659	0.00400861	0.00394005	0.0040119	0.0040466	0.00392175	0.00395526	0.00408401	0.003920992	-0.01337296	86.40032	0.0466233	-5.541411	0.03325034	1.40219	0.03604928
86020	-4774.145	-4920.598	146.453	0.264457	0.248393	0.00395099	0.00350812	0.00377502	0.00360723	0.00374811	0.00367628	0.00400211	0.0036187	0.00398175	0.00374918	0.00398786	0.0039118	0.00391715	0.00399061	0.00389829	0.00374744	0.00360257	0.00383903	0.00407869	0.00398862	0.00385113	0.0041475	0.00411143	0.00425889	0.00350915	0.00427605	0.0036773	0.00377854	0.00407218	0.00394904	0.00434898	0.00372893	0.003896485	-0.02259427	94.10187	0.1194437	-5.547681	0.09684943	1.233293	0.04922383
86040	-4769.505	-4913.027	143.5224	0.275847	0.23255	0.00390332	0.00397373	0.00399555	0.00325919	0.00373449	0.00411055	0.0037922	0.00434084	0.00361415	0.00348562	0.00410596	0.00415799	0.00387688	0.00426799	0.00379398	0.00403188	0.0038301	0.00396244	0.00409056	0.00389322	0.00412991	0.0039148	0.00369014	0.00364441	0.00361283	0.00367392	0.00427364	0.00428424	0.00351674	0.00371546	0.00359607	0.00367186	0.003829588	-0.03883793	85.09025	0.05441107	-5.564998	0.01557313	3.493907	0.06388292
86060	-4771.723	-4923.707	151.9839	0.308812	0.229992	0.00400809	0.00417332	0.00391337	0.00371364	0.0042131	0.00436322	0.00379525	0.00382708	0.00368433	0.0041857	0.00383793	0.00406116	0.00380305	0.00351825	0.00370724	0.00408605	0.00360938	0.00373251	0.00416925	0.00399492	0.00383969	0.00405426	0.00377719	0.00380802	0.00402582	0.00412051	0.00408278	0.0040373	0.00386929	0.00403382	0.00399032	0.0038941	0.003900732	-0.03716645	68.58101	0.06831363	-5.546591	0.03114719	2.193252	0.0608582
86080	-4770.353	-4918.09	147.7376	0.309701	0.271138	0.00389981	0.00432565	0.00415572	0.00433629	0.00404716	0.0041732	0.00365997	0.00419452	0.00364611	0.00377514	0.00409088	0.00435193	0.00451727	0.0038818	0.00379382	0.00437148	0.00398261	0.00381621	0.00362931	0.00363304	0.00409263	0.00417064	0.0041535	0.00375748	0.00362075	0.00389767	0.00419582	0.00407456	0.00428453	0.00406445	0.00409113	0.00385627	0.003992277	-0.01779196	67.9322	0.0575521	-5.523394	0.03976015	1.447482	0.06486503
86100	-4771.201	-4926.27	155.0689	0.294261	0.213447	0.0044975	0.0041244	0.00413964	0.00421628	0.00430915	0.00413638	0.00414126	0.00450848	0.00442921	0.00414917	0.00390454	0.00440458	0.00444762	0.00451661	0.00464539	0.00405314	0.00466594	0.00443087	0.00416377	0.00414766	0.00412911	0.00435623	0.0040553	0.00440554	0.00408171	0.00414141	0.00400433	0.00427784	0.00402781	0.00437855	0.0044836	0.00423034	0.004255461	-0.02851866	78.04556	0.04592311	-5.459552	0.01740446	2.638584	0.0470433
86120	-4767.502	-4911.148	143.6458	0.309093	0.203314	0.00406685	0.00413728	0.00381835	0.00402633	0.00473723	0.00468548	0.00377424	0.00435643	0.0040651	0.00389744	0.00431086	0.00446082	0.00443595	0.00442543	0.00422001	0.00409527	0.00419289	0.00423752	0.00438727	0.0042389	0.00466229	0.00411348	0.00462455	0.00401971	0.00435234	0.00438393	0.0041413	0.00465797	0.00435268	0.00430861	0.00448875	0.00439257	0.004280632	-0.01487677	92.35613	0.05309858	-5.453655	0.03822181	1.389222	0.07135534
86140	-4797.293	-4920.923	123.6301	0.288714	0.244084	0.00466599	0.00407348	0.00491116	0.0039114	0.00460702	0.00552331	0.00467008	0.00522053	0.0045518	0.00453099	0.00546564	0.00488104	0.00493144	0.00501414	0.00467767	0.00466146	0.00474514	0.00459708	0.00452846	0.00521251	0.00549557	0.00514063	0.0042824	0.00501381	0.00551563	0.00425228	0.00543556	0.0052281	0.00413388	0.00508426	0.00473408	0.00497176	0.00495221	-0.05664297	74.35342	0.09814491	-5.307921	0.04150193	2.364827	0.1257302
86160	-4783.421	-4914.217	130.7963	0.338262	0.240267	0.00514908	0.00513752	0.00516364	0.00427599	0.00475531	0.00477575	0.00407464	0.00393306	0.00429862	0.0035324	0.00465106	0.00417908	0.0040721	0.00448643	0.00495039	0.00386069	0.00476274	0.00443098	0.00438496	0.00414458	0.00491731	0.00449989	0.00491439	0.00471264	0.00459098	0.00456689	0.00473065	0.00448936	0.004289	0.00402671	0.00459953	0.00452556	0.004466902	-0.02843259	80.01542	0.09586146	-5.41106	0.06742887	1.421668	0.1000563
86180	-4787.204	-4916.934	129.7305	0.21115	0.218343	0.00495964	0.00506183	0.00550912	0.00479262	0.00525913	0.00546421	0.0048146	0.00468032	0.00412787	0.00505314	0.00531764	0.00526731	0.00527005	0.00604595	0.0045406	0.00554113	0.00554255	0.00597491	0.00496881	0.00526027	0.00534225	0.00514375	0.00441049	0.00545351	0.00501133	0.005442	0.00492484	0.00554066	0.00529105	0.0054142	0.0042663	0.00493508	0.005112889	-0.0369097	74.69293	0.05735136	-5.275991	0.02044166	2.805611	0.09446978
86200	-4828.174	-4911.807	83.63341	0.31916	0.239361	0.00771341	0.00400998	0.00579453	0.00622555	0.00649318	0.00567808	0.00710295	0.00643612	0.00395147	0.00393181	0.00613644	0.00511625	0.00901154	0.00484115	0.00753349	0.00703509	0.00531826	0.00434758	0.00494686	0.00462869	0.00722033	0.00935923	0.00807949	0.0069018	0.00416289	0.00522321	0.0060453	0.0107038	0.00735234	0.00782052	0.00515861	0.00350585	0.00638537	-0.02834643	77.80466	0.1472667	-5.053746	0.1189203	1.238365	0.2758415
86220	-4826.054	-4920.569	94.51535	0.356988	0.227904	0.00562541	0.00543113	0.00506561	0.00388534	0.00581876	0.00735606	0.00459612	0.00639287	0.00436674	0.0039591	0.00604269	0.00410964	0.00478191	0.00398227	0.00528912	0.00692423	0.00473225	0.00405078	0.00533234	0.00618543	0.00519814	0.00723554	0.00435083	0.00817934	0.00366685	0.00416011	0.00545956	0.00485857	0.00851987	0.0051563	0.00379973	0.0058762	0.005224083	-0.04150911	79.88047	0.1978465	-5.254476	0.1563374	1.26551	0.2076916
86240	-4830.394	-4913.895	83.50123	0.379021	0.233246	0.00632515	0.00384693	0.00360931	0.00462964	0.0043269	0.00710726	0.00503311	0.00531749	0.0024312	0.00494218	0.0037606	0.0055437	0.00572874	0.00547131	0.00499395	0.00624033	0.00565946	0.00335399	0.00574548	0.00517303	0.00472874	0.00917817	0.00216188	0.00586624	0.00390379	0.00474993	0.00669448	0.00489734	0.00566803	0.00802582	0.00558217	0.00429036	0.005148326	-0.01868661	71.55627	0.267	-5.269084	0.2483134	1.075254	0.2557724
86260	-4807.662	-4916.045	108.3828	0.310202	0.252399	0.00545508	0.00432665	0.004856	0.00334496	0.00423123	0.00620671	0.00295961	0.00461482	0.00295883	0.00358055	0.00413861	0.00472591	0.0043658	0.00429565	0.0036967	0.00600564	0.00390035	0.00315365	0.0046166	0.00440686	0.00381386	0.00406389	0.00402614	0.00487323	0.00397298	0.00406415	0.00507947	0.0038193	0.00390664	0.00421573	0.00396332	0.00326409	0.003936826	-0.02913841	68.46713	0.1410032	-5.53738	0.1118648	1.260479	0.1745492
86280	-4801.069	-4921.041	119.972	0.266068	0.232078	0.0050704	0.00483988	0.00479771	0.0035068	0.00584489	0.0043016	0.00417365	0.00446724	0.00357353	0.0045342	0.00505494	0.00407695	0.00498788	0.00444589	0.0047824	0.00533238	0.00422483	0.00407212	0.00428972	0.00427832	0.00399316	0.00510887	0.00426868	0.00474653	0.00413326	0.00419486	0.00472864	0.00470153	0.00561552	0.00464066	0.00465824	0.00530147	0.004518971	-0.01394772	82.1512	0.08446976	-5.399471	0.07052205	1.197778	0.1028632
86300	-4792.766	-4912.342	119.5759	0.3648	0.235138	0.00530091	0.00501461	0.00498189	0.00431709	0.00461486	0.00461617	0.00381501	0.00403447	0.00451914	0.0042884	0.00444443	0.00515424	0.00429144	0.00443727	0.00384928	0.00470291	0.00473063	0.0041959	0.00432824	0.0045984	0.00444799	0.00530304	0.00456478	0.00551969	0.00380439	0.00425202	0.00466671	0.00582601	0.00333184	0.00354449	0.00438279	0.00432636	0.004605167	-0.01845709	78.1584	0.05490581	-5.380576	0.03644872	1.506385	0.1349066
86320	-4797.71	-4911.989	114.2791	0.248711	0.194283	0.00440347	0.00415955	0.00402871	0.00310211	0.0041279	0.00529299	0.00398846	0.0041748	0.00415302	0.00375713	0.00406297	0.00476613	0.00355528	0.00514258	0.00347798	0.00512148	0.00384086	0.00560603	0.00396847	0.00526711	0.00367379	0.00526072	0.00488076	0.00354506	0.00419544	0.00420525	0.00422746	0.00440774	0.00400635	0.0033628	0.00472839	0.00345592	0.004178967	-0.005990446	80.21562	0.06448309	-5.477691	0.05849265	1.102414	0.1449275
86340	-4805.648	-4907.777	102.1288	0.289362	0.208555	0.00391538	0.00559986	0.00411177	0.00471361	0.00404408	0.00664993	0.0034587	0.00408336	0.00397578	0.00434595	0.0053182	0.00475166	0.00495366	0.00394938	0.0042102	0.00628284	0.00398564	0.0055563	0.00432191	0.00332463	0.00384509	0.00446188	0.00570263	0.00621679	0.00773762	0.0054188	0.00601082	0.00471888	0.00631829	0.00439987	0.00596768	0.005302	0.004700573	-0.0340977	67.7128	0.08971309	-5.360071	0.0556154	1.613098	0.2158907
86360	-4808.157	-4914.723	106.5663	0.324628	0.21513	0.00330301	0.00423673	0.00441862	0.00400882	0.00444438	0.00470777	0.0034634	0.00630912	0.00399285	0.00425334	0.00595999	0.00398349	0.00380044	0.0047831	0.00312536	0.00448851	0.00430218	0.00352784	0.00617192	0.00387123	0.00480537	0.00506368	0.00525514	0.00421286	0.00505859	0.00419451	0.00431475	0.00400341	0.00589864	0.00313938	0.00525453	0.00384253	0.004560069	-0.02933266	89.96876	0.0333602	-5.390418	0.004027546	8.283011	0.2179524
86380	-4815.01	-4901.982	86.97223	0.238001	0.220424	0.00519561	0.00328485	0.00408401	0.00502145	0.00468645	0.00824084	0.00365609	0.00606382	0.00334476	0.0055991	0.00504175	0.00327604	0.00881997	0.00700412	0.00346961	0.00603741	0.00464292	0.00649241	0.00358495	0.00431939	0.00659828	0.00744474	0.00501214	0.0050285	0.00547271	0.00512059	0.00599028	0.00571179	0.00538696	0.00622413	0.00301868	0.00708428	0.004874692	-0.02685031	104.6244	0.08117652	-5.323698	0.0543262	1.494242	0.3049447
86400	-4813.435	-4905.672	92.23683	0.298848	0.222472	0.00553361	0.00346047	0.00387911	0.00358917	0.00454284	0.00753531	0.0026506	0.00456627	0.00355703	0.00421295	0.00427423	0.00437571	0.00656069	0.00534791	0.00428274	0.00623988	0.00322185	0.0046432	0.00486276	0.0056601	0.00326857	0.00582401	0.00381256	0.00466276	0.00582024	0.00674529	0.00718968	0.00385757	0.00459148	0.00386624	0.00480987	0.00368461	0.004363835	-0.007137663	75.53462	0.07503293	-5.434404	0.06789527	1.105128	0.31203
86420	-4813.5	-4914.739	101.2385	0.252278	0.230665	0.00413724	0.00274763	0.00317685	0.0037022	0.00310579	0.00485227	0.0032382	0.00458196	0.00174381	0.00358097	0.00495548	0.00303518	0.0050292	0.00330361	0.00319556	0.00326152	0.0035085	0.00309713	0.00316161	0.00266996	0.00247243	0.00451111	0.00345985	0.00400775	0.00229683	0.00263145	0.0031942	0.00391688	0.0024834	0.00347979	0.00453939	0.00236197	0.003518201	-0.0482542	95.57982	0.1689817	-5.649805	0.1207275	1.399695	0.2572805
86440	-4814.15	-4910.046	95.89572	0.379206	0.222997	0.0050186	0.0026872	0.00292672	0.00320376	0.00291778	0.00552436	0.00243841	0.00222266	0.00260789	0.00251628	0.00314874	0.00484954	0.00371363	0.00406695	0.00225022	0.00554811	0.0032019	0.00356647	0.00332946	0.00340343	0.00324561	0.00523888	0.00207669	0.00318814	0.00379518	0.0044455	0.00338286	0.0044866	0.0026099	0.00450285	0.00606127	0.00353277	0.00387386	-0.0195726	76.08593	0.03654573	-5.553504	0.01697313	2.153152	0.3067267
86460	-4803.342	-4905.902	102.5597	0.296647	0.231707	0.00350821	0.0034531	0.00316366	0.00236796	0.00267131	0.00488642	0.00268222	0.00327372	0.00231439	0.00313669	0.00467234	0.00355206	0.0028817	0.00290515	0.00276782	0.00444416	0.00352494	0.00241913	0.00428306	0.00343278	0.00211427	0.00555443	0.00379397	0.00469524	0.00328156	0.00384398	0.00371254	0.00338327	0.00293362	0.00338837	0.00334756	0.00467298	0.0032607	-0.02717118	91.32312	0.1192415	-5.725813	0.09207028	1.295114	0.2452455
86480	-4824.938	-4916.393	91.4551	0.273326	0.229394	0.00430185	0.00344713	0.0028714	0.00350699	0.00213066	0.00420101	0.00256282	0.0022741	0.00204306	0.00280166	0.00333014	0.00616781	0.00301295	0.00402199	0.00544707	0.00603261	0.00336668	0.00329722	0.00296693	0.0030648	0.00370124	0.00360917	0.00155001	0.00312995	0.00408209	0.00414604	0.00161512	0.00242854	0.00180469	0.00250594	0.00319915	0.00588867	0.003167176	-0.01411043	76.21696	0.1146995	-5.754915	0.1005891	1.140278	0.378148
86500	-4822.082	-4915.372	93.28992	0.283498	0.19885	0.00495383	0.00319694	0.00330052	0.00276742	0.00206643	0.00473394	0.00291582	0.00408321	0.00318747	0.00262196	0.00320006	0.00829018	0.0033457	0.00481589	0.00336746	0.00492749	0.00365248	0.00314955	0.00387392	0.00292818	0.00328932	0.00326586	0.00403352	0.00469146	0.00316601	0.00506311	0.00212636	0.00334896	0.00334294	0.00657882	0.0034991	0.00271965	0.003327444	-0.03594794	81.27411	0.05187657	-5.705551	0.01592863	3.256813	0.3427042
86520	-4802.726	-4901.596	98.8697	0.314319	0.22381	0.00595163	0.00296518	0.00391766	0.00205452	0.00261582	0.0053558	0.00369628	0.00334376	0.00237064	0.00421885	0.00453037	0.00451896	0.0034401	0.00397498	0.0035133	0.006017	0.003879	0.00251248	0.00250535	0.0036595	0.00431574	0.0043913	0.00433923	0.00390371	0.00402018	0.00437358	0.0031736	0.00450813	0.00371978	0.00419337	0.00402402	0.00330409	0.003534704	-0.02453166	88.15866	0.02859973	-5.645126	0.004068071	7.030292	0.2668674
86540	-4811.049	-4914.906	103.8562	0.383452	0.218589	0.00473931	0.00526756	0.00416162	0.00496651	0.00307928	0.00485251	0.00247579	0.00327408	0.00214051	0.00370481	0.00469163	0.00363424	0.00520649	0.00414692	0.0035586	0.00491957	0.00389662	0.00423522	0.00350716	0.00403192	0.00439699	0.00604793	0.00395719	0.0034929	0.00453677	0.00390978	0.00339412	0.0035311	0.00360898	0.00381779	0.00436589	0.00382684	0.003970186	0.007253532	76.17592	0.007272956	-5.528942	0.01452649	0.5006686	0.1870362
86560	-4818.295	-4910.627	92.3323	0.264017	0.208424	0.00313432	0.00376006	0.00328333	0.00176229	0.00658692	0.00371704	0.00284239	0.00605397	0.0022436	0.00308055	0.00488817	0.00430821	0.00403925	0.00540589	0.00335946	0.00448374	0.00258969	0.00242635	0.00488999	0.00339759	0.00230314	0.00510605	0.00543154	0.00388562	0.00318938	0.00545818	0.00376693	0.00483158	0.00348382	0.00288096	0.00266353	0.00401593	0.003754519	-0.01340045	81.20056	0.09721922	-5.584795	0.08381877	1.159874	0.2939421
86580	-4819.932	-4917.469	97.53728	0.314409	0.238203	0.00377368	0.00354652	0.00395323	0.00271142	0.00284025	0.00405219	0.00330352	0.00475867	0.00249947	0.00214456	0.00279424	0.00501287	0.00474832	0.00545731	0.00287439	0.00269203	0.00311994	0.00218163	0.00393296	0.00348556	0.0044983	0.0032701	0.00304015	0.00637526	0.00266338	0.00334682	0.00478367	0.00355788	0.00414721	0.00280215	0.00208966	0.00294155	0.003557963	-0.002417551	73.76289	0.1137058	-5.638567	0.1112882	1.021723	0.3218011
86600	-4810.775	-4908.945	98.16962	0.287298	0.261766	0.00331659	0.00285269	0.00264507	0.00345926	0.00272129	0.00490084	0.0023285	0.00233593	0.00194421	0.00260488	0.00512429	0.00565709	0.00407851	0.00263742	0.00244679	0.0028555	0.00299754	0.00266791	0.00247498	0.00338576	0.00291871	0.00423057	0.00355787	0.00384398	0.00195544	0.00361785	0.00454692	0.00204077	0.00338715	0.00301267	0.00184901	0.00443981	0.002977663	-0.005697056	76.21711	0.1460961	-5.816617	0.140399	1.040578	0.2386814
86620	-4802.322	-4906.319	103.9965	0.307526	0.195277	0.00367058	0.00430431	0.00522705	0.00270381	0.00280986	0.00574468	0.00306182	0.0042155	0.00297137	0.00313548	0.00349	0.00536098	0.00428983	0.00492601	0.00240147	0.00376134	0.00288189	0.00420399	0.00344257	0.00340149	0.00315662	0.00399527	0.00479591	0.00449514	0.00401877	0.00299051	0.00243488	0.00394249	0.00324802	0.00307203	0.00334074	0.00356541	0.003709643	-0.01117529	83.70793	0.09483493	-5.59682	0.08365964	1.13358	0.2057523
86640	-4804.024	-4912.921	108.8965	0.235404	0.24835	0.00432412	0.00428598	0.00423986	0.00329688	0.00398086	0.00645547	0.00409428	0.00448791	0.00332846	0.00539185	0.00449803	0.00571717	0.00528231	0.00463675	0.00520588	0.00412182	0.00318505	0.00411491	0.00480358	0.00444509	0.00418937	0.0056772	0.00350299	0.00374568	0.00494083	0.00359093	0.00489762	0.00426636	0.00488134	0.00481166	0.00467157	0.00330823	0.004369499	-0.01476988	79.0697	0.04382155	-5.433107	0.02905167	1.5084	0.178373
